fightID,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_striker,B_BJJ,B_freestyle,B_wrestling,B_kickboxing,B_unknown,B_grappling,R_striker,R_BJJ,R_freestyle,R_wrestling,R_kickboxing,R_unknown,R_grappling,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,R_Stance_nan,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_nan,B_Country_Argentina,B_Country_Australia,B_Country_Austria,B_Country_Brazil,B_Country_Canada,B_Country_China,B_Country_Denmark,B_Country_Iceland,B_Country_Jamaica,B_Country_Japan,B_Country_Nigeria,B_Country_Northern Ireland,B_Country_Norway,B_Country_Palestine,B_Country_Russia,B_Country_Tunisia,B_Country_USA,B_Country_brazil,B_Country_england ,B_Country_poland,B_Country_sweden,R_Country_Afghanistan,R_Country_Argentina,R_Country_Australia,R_Country_Austria,R_Country_Brazil,R_Country_China,R_Country_Denmark,R_Country_Germany,R_Country_Ghana,R_Country_Iceland,R_Country_New Zealand,R_Country_Nigeria,R_Country_Palestine,R_Country_Russia,R_Country_USA,R_Country_brazil,R_Country_canada,R_Country_england ,R_Country_ireland
31,0.6525299484169693,9,0,2,0,2,2,1,0,0,0,2,0,0,0,0.7142857142857135,0.09999999999999963,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18076666749083886,45,0,2,0,4,11,10,0,0,1,3,5,2,0,0.8571428571428577,0.5,0.5,27,36,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,0.3768088331422912,23,0,1,0,2,6,3,0,0,0,2,2,2,0,1.0,0.8000000000000007,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.491921356338731,28,0,0,1,6,11,3,0,0,1,0,6,3,1,0.4285714285714288,0.5,0.5,30,28,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.5146007765454701,22,0,0,3,2,4,5,0,0,0,2,1,1,0,0.5714285714285712,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5240636811086551,39,0,0,1,3,10,7,0,0,1,2,4,3,0,0.4285714285714288,0.5999999999999996,0.5,33,32,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.6525299484169693,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0.2857142857142865,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5696690510706429,15,0,1,0,1,2,3,0,0,1,1,0,0,0,0.4285714285714288,0.4000000000000004,0.5,34,35,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.464357652295581,8,0,0,1,3,3,1,0,0,0,1,2,0,0,0.4285714285714288,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.455464922874782,25,0,0,1,7,8,2,0,0,1,3,3,1,0,0.4285714285714288,0.2999999999999998,0.5,36,33,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.4365839671064093,47,0,2,0,3,12,6,0,0,0,5,5,1,1,0.4285714285714288,0.4000000000000004,0.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.9715370830599382,38,3,11,0,11,11,0,0,0,0,8,2,1,0,0.5714285714285712,0.5999999999999996,0.5,35,33,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.4794352611767077,13,0,3,0,3,5,2,0,0,0,1,0,4,0,0.8571428571428577,0.4000000000000004,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2271261127342707,27,0,2,0,2,6,6,0,0,1,1,4,0,0,0.2857142857142865,0.09999999999999963,0.5,28,28,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,0.3543413272295757,10,0,1,0,1,3,2,0,0,0,0,3,0,0,0.5714285714285712,0.4000000000000004,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4964248205784312,28,0,0,1,4,7,3,0,0,1,4,1,1,0,0.4285714285714288,0.20000000000000015,0.5,35,31,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.6361966629261153,38,0,0,2,4,9,5,0,0,0,5,1,3,0,0.5714285714285712,0.2999999999999998,0.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5192415338318553,55,0,1,0,7,15,6,0,0,1,8,5,1,0,1.0,1.0000000000000009,0.5,30,32,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,0.3442755670776947,31,0,3,0,5,11,3,0,0,0,4,3,4,0,0.2857142857142865,0.09999999999999963,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8218062996687611,37,6,1,0,3,9,4,0,1,1,1,5,1,0,0.14285714285714235,0.4000000000000004,0.5,33,38,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,0.3176692188742405,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0.8571428571428577,0.4000000000000004,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25295921084335143,56,0,1,0,7,15,10,0,0,0,2,11,2,0,0.5714285714285712,0.5,0.5,27,39,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,0.1956668472963744,72,1,4,0,8,23,11,0,0,0,7,10,6,0,0.7142857142857135,0.2999999999999998,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3218549188194648,45,4,0,1,5,9,9,0,0,1,1,3,4,0,0.2857142857142865,0.20000000000000015,0.0,37,33,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,0.15350605869833975,15,0,1,0,2,6,4,0,0,0,0,4,2,0,0.5714285714285712,0.5999999999999996,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4776401464147337,25,0,0,1,6,10,3,0,0,1,0,6,3,0,0.4285714285714288,0.5,0.5,30,28,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.6525299484169693,9,0,2,0,2,2,1,0,0,0,2,0,0,0,0.0,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.341260794678921,22,0,0,1,7,7,2,0,0,1,2,3,1,0,0.4285714285714288,0.2999999999999998,0.5,35,33,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.5936240969859103,30,0,3,0,4,10,3,0,0,0,4,2,4,0,0.2857142857142865,0.09999999999999963,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5069191118235533,85,2,5,0,7,22,9,0,1,1,8,1,11,0,0.7142857142857135,0.20000000000000015,0.5,33,42,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.6175593266270339,29,0,1,0,4,9,3,0,0,1,2,6,0,0,0.5714285714285712,0.09999999999999963,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4688140166695334,52,0,1,0,7,14,6,0,0,1,7,5,1,0,1.0,1.0000000000000009,0.5,31,32,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,0.646643724655476,22,0,0,1,1,3,5,0,1,0,1,1,0,0,0.4285714285714288,0.5999999999999996,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4784583110702016,36,0,0,1,3,9,7,0,0,0,2,4,3,0,0.4285714285714288,0.5999999999999996,0.5,34,32,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.6525299484169693,9,0,1,0,1,2,1,0,0,0,2,0,0,0,0.2857142857142865,0.4000000000000004,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5696690510706429,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0.2857142857142865,0.20000000000000015,0.5,23,27,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,0.6525299484169693,9,0,1,0,1,1,2,0,0,0,1,0,0,0,0.4285714285714288,0.4000000000000004,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4519993265976557,28,0,2,0,3,8,4,0,0,1,2,0,4,1,0.4285714285714288,0.2999999999999998,0.5,31,25,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.5404114005790022,9,0,2,0,2,3,1,0,0,0,1,2,0,0,0.5714285714285712,0.09999999999999963,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2458370468714252,4,0,0,1,1,1,1,0,0,0,1,0,0,0,0.5714285714285712,0.20000000000000015,0.5,29,35,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.3561632536319426,4,0,1,0,1,1,1,0,0,0,0,1,0,0,0.7142857142857135,0.2999999999999998,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44700261192495255,78,2,6,0,6,18,12,0,0,3,9,6,0,0,0.2857142857142865,0.20000000000000015,0.5,26,38,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,0.4514337268807229,27,1,2,0,3,9,4,0,0,0,3,0,6,0,0.7142857142857135,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.9350354483831264,83,4,0,2,5,18,10,0,0,0,10,4,4,0,0.0,0.0,0.0,32,35,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.3816167537801249,71,1,4,0,8,23,10,0,0,0,7,10,6,0,0.7142857142857135,0.2999999999999998,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5691381226501365,24,4,7,0,7,9,2,0,1,0,1,7,0,0,0.14285714285714235,0.4000000000000004,0.0,36,31,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,0.5882939038598954,26,0,2,0,2,6,5,0,0,1,1,4,0,0,0.2857142857142865,0.09999999999999963,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2816803177022123,8,0,4,0,4,4,0,0,0,0,1,2,1,0,0.4285714285714288,0.5,0.5,28,29,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55,0.9826665166042122,33,1,3,0,7,10,1,0,0,0,6,2,2,0,0.4285714285714288,0.20000000000000015,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.9528440706346648,33,2,10,0,10,10,0,0,0,0,8,1,1,0,0.5714285714285712,0.5999999999999996,0.5,31,32,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.2220479760214364,35,0,3,0,3,9,9,0,0,1,2,3,3,0,0.8571428571428577,0.7000000000000011,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.16946958623151348,54,0,1,0,7,14,10,0,0,0,2,10,2,0,0.5714285714285712,0.5,0.5,36,38,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,0.25907595791607585,42,0,2,0,4,10,9,0,0,1,3,5,1,0,0.8571428571428577,0.5,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5495243772302423,64,1,0,1,7,15,11,0,0,1,5,7,1,1,0.14285714285714235,0.0,0.5,35,36,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.4618656423659648,23,0,1,0,5,7,3,0,0,0,3,2,2,0,0.8571428571428577,0.2999999999999998,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5032865667285418,34,1,0,1,4,8,5,0,0,2,2,1,3,0,0.5714285714285712,0.20000000000000015,0.5,33,37,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.4882704363266475,21,0,1,0,2,5,3,0,0,0,2,2,1,0,1.0,0.8000000000000007,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4303029467515695,25,1,4,0,4,7,3,0,0,0,2,1,3,1,0.4285714285714288,0.20000000000000015,0.5,29,28,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.2674436131474512,18,0,2,0,2,5,4,0,0,1,1,2,1,0,0.7142857142857135,0.4000000000000004,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5696690510706429,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5714285714285712,0.5999999999999996,0.5,32,24,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,0.6525299484169693,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0.7142857142857135,0.4000000000000004,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5692176499025133,33,0,3,0,6,9,3,0,0,1,6,1,0,1,0.0,0.2999999999999998,0.0,27,33,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,0.6198633773605156,35,0,0,2,4,8,5,0,0,0,4,1,3,0,0.5714285714285712,0.2999999999999998,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.5696690510706429,9,0,3,0,3,3,0,0,0,0,3,0,0,0,0.2857142857142865,0.5999999999999996,0.5,29,32,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,0.4726121613752546,22,0,0,1,6,10,2,0,0,1,0,6,3,0,0.4285714285714288,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6111797591034749,40,2,1,0,7,9,5,0,0,0,4,5,0,0,0.5714285714285712,0.5,0.5,27,36,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,0.7222586351872405,60,2,5,0,5,15,9,0,0,1,3,2,9,0,0.5714285714285712,0.5999999999999996,0.5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.1278389807563921,44,0,2,0,3,11,6,0,0,0,5,5,1,0,0.4285714285714288,0.4000000000000004,0.5,34,34,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,0.5114474423875273,7,0,0,1,2,2,1,0,0,0,1,0,1,0,0.8571428571428577,0.5,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09491298115992426,7,0,1,0,1,2,2,0,0,0,0,2,0,0,0.5714285714285712,0.4000000000000004,0.5,32,34,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,0.6525299484169693,6,0,2,0,2,2,0,0,0,0,2,0,0,0,0.7142857142857135,0.09999999999999963,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18466453132021515,5,0,0,1,2,2,1,0,0,0,0,2,0,0,0.4285714285714288,0.0,0.5,26,35,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67,0.05643300241177685,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0.4285714285714288,0.2999999999999998,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.4946364979826777,82,2,5,0,7,21,9,0,1,1,8,1,10,0,0.7142857142857135,0.20000000000000015,0.5,35,41,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.2777667678858715,26,0,5,0,5,9,4,0,0,0,4,2,3,0,1.0,0.5999999999999996,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.15732208955479646,14,0,1,0,2,5,4,0,0,0,0,3,2,0,0.5714285714285712,0.5999999999999996,0.5,32,30,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,0.35677056243273164,19,0,2,0,2,5,3,0,0,1,2,1,1,0,0.4285714285714288,0.20000000000000015,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5576257120714986,19,0,0,1,1,3,4,0,1,0,1,1,0,0,0.4285714285714288,0.5999999999999996,0.5,29,33,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,0.6525299484169693,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2857142857142865,0.20000000000000015,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3343296021246683,25,0,2,0,3,7,4,0,0,1,1,0,4,1,0.4285714285714288,0.2999999999999998,0.5,27,25,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
