R_fighter,B_fighter,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,Win
Elizeu Zaleski dos Santos,Sean Strickland,0.5917377689979826,0.295774647887324,0,2,0,3,6,2,0.7000000000000002,0.7142857142857144,0.666666666666667,0.5893762677484786,0.16666666666666663,0,0,1,4,4,1,0.5000000000000009,0.4615384615384608,0.41666666666666696,0.3500000000000001,0.5217391304347827,1.0,0.0,0.0,1.0,0.0,0.0,2
Alberto Mina,Ramazan Emeev,0.5965030262273033,0.02816901408450704,0,1,0,1,1,0,0.40000000000000124,0.7142857142857144,0.41666666666666696,0.3088235294117647,0.05952380952380952,0,3,0,3,3,0,0.6000000000000005,0.76923076923077,0.41666666666666696,0.5,0.7391304347826086,1.0,0.0,0.0,0.0,1.0,0.0,0
Warlley Alves,Sultan Aliev,0.3483523873570948,0.04225352112676056,0,0,1,1,1,1,0.5000000000000009,0.5714285714285721,0.41666666666666696,0.5496429175118323,0.20238095238095238,1,4,0,4,5,2,0.5000000000000009,0.38461538461538414,0.41666666666666696,0.6500000000000001,0.3478260869565217,1.0,0.0,0.0,1.0,0.0,0.0,2
Ryan LaFlare,Alex Garcia,0.3990364408204438,0.25352112676056343,0,2,0,2,5,3,0.3000000000000007,0.4285714285714288,0.41666666666666696,0.4540229885057471,0.2857142857142857,0,4,0,4,6,2,0.7000000000000002,0.5384615384615383,0.41666666666666696,0.5,0.6521739130434783,0.0,1.0,0.0,1.0,0.0,0.0,2
Siyar Bahadurzada,Luan Chagas,0.4810020174848688,0.09859154929577466,0,0,2,1,1,2,0.6000000000000005,0.6428571428571432,0.41666666666666696,0.41117308992562546,0.13095238095238093,0,1,0,2,3,2,0.5000000000000009,0.4615384615384608,0.41666666666666696,0.20000000000000018,0.6521739130434783,1.0,0.0,0.0,1.0,0.0,0.0,2
Anthony Rocco Martin,Keita Nakamura,0.5677748823133827,0.3098591549295775,0,0,3,1,3,5,0.5000000000000009,0.5,0.41666666666666696,0.5709833502366464,0.22619047619047616,0,0,2,3,4,4,0.6000000000000005,0.4615384615384608,0.41666666666666696,0.6500000000000001,0.39130434782608714,1.0,0.0,0.0,0.0,1.0,0.0,2
Carlos Condit,Alex Oliveira,0.3812606390803631,0.33802816901408456,0,0,1,3,7,4,0.5000000000000009,0.7142857142857144,0.41666666666666696,0.49127349956685257,0.47619047619047616,3,0,1,5,7,7,0.8000000000000007,0.615384615384615,0.41666666666666696,0.5,0.6086956521739131,1.0,0.0,0.0,1.0,0.0,0.0,0
Dhiego Lima,Yushin Okami,0.19350600611385915,0.676056338028169,1,4,0,4,13,6,0.8000000000000007,0.6428571428571432,0.41666666666666696,0.168737322515213,0.08333333333333333,2,0,1,1,1,4,0.8000000000000007,0.615384615384615,0.41666666666666696,0.8,0.43478260869565233,1.0,0.0,0.0,0.0,1.0,0.0,0
Danny Roberts,Oliver Enkamp,0.5965030262273033,0.02816901408450704,0,0,1,0,0,1,0.6000000000000005,0.7857142857142865,0.41666666666666696,0.21627789046653145,0.10714285714285714,0,2,0,2,3,2,0.7000000000000002,0.5384615384615383,0.41666666666666696,0.30000000000000004,0.4782608695652175,0.0,1.0,0.0,0.0,0.0,1.0,2
Leon Edwards,Peter Sobotta,0.3489828513786146,0.25352112676056343,0,0,3,2,4,4,0.6000000000000005,0.6428571428571432,0.41666666666666696,0.5795512170385395,0.24999999999999994,0,0,1,4,6,2,0.8000000000000007,0.5384615384615383,0.41666666666666696,0.55,0.3043478260869565,0.0,1.0,0.0,0.0,1.0,0.0,2
Mike Pyle,Zak Ottow,0.3533960995292535,0.1267605633802817,0,1,0,1,2,2,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.24652036160049284,0.41666666666666663,0,0,1,4,10,8,0.6000000000000005,0.5384615384615383,0.41666666666666696,0.55,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Mike Perry,Max Griffin,0.42703429724277064,0.08450704225352114,0,0,1,1,1,2,0.5000000000000009,0.7142857142857144,0.41666666666666696,0.39549526707234617,0.14285714285714285,0,2,0,2,4,2,0.40000000000000124,0.3076923076923075,0.41666666666666696,0.6000000000000001,0.3043478260869565,1.0,0.0,0.0,1.0,0.0,0.0,0
Ben Saunders,Alan Jouban,0.20917876807330194,0.25352112676056343,0,1,0,3,6,4,0.6000000000000005,0.5,0.41666666666666696,0.3700336613632522,0.3095238095238095,0,3,0,3,8,5,0.8000000000000007,0.76923076923077,0.41666666666666696,0.8,0.6521739130434783,1.0,0.0,0.0,0.0,1.0,0.0,0
Donald Cerrone,Yancy Medeiros,0.39556035116845994,0.26760563380281693,0,0,3,3,6,5,0.40000000000000124,0.6428571428571432,0.16666666666666696,0.3028015479032376,0.6309523809523809,1,4,0,8,19,7,0.7000000000000002,0.4615384615384608,0.16666666666666696,0.5,0.6521739130434783,1.0,0.0,0.0,1.0,0.0,0.0,2
Joshua Burkman,Alex Morono,0.5460659045057162,0.14084507042253522,0,2,0,2,2,2,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.21401435898477117,0.5119047619047619,0,2,0,2,6,12,0.40000000000000124,0.38461538461538414,0.41666666666666696,0.3500000000000001,0.7826086956521742,1.0,0.0,0.0,1.0,0.0,0.0,0
Jake Matthews,Li Jingliang,0.28407658036314726,0.22535211267605634,0,1,0,4,6,2,0.6000000000000005,0.35714285714285765,0.41666666666666696,0.5225342292089249,0.20238095238095238,0,2,0,2,5,3,0.5000000000000009,0.4615384615384608,0.41666666666666696,0.4500000000000002,0.1739130434782609,1.0,0.0,0.0,1.0,0.0,0.0,2
Luke Jumeau,Daichi Abe,0.5965030262273033,0.02816901408450704,0,1,0,1,1,0,0.5000000000000009,0.35714285714285765,0.41666666666666696,0.5943204868154157,0.05952380952380952,0,1,0,1,1,1,0.5000000000000009,0.38461538461538414,0.41666666666666696,0.30000000000000004,0.43478260869565233,1.0,0.0,0.0,1.0,0.0,0.0,2
Sergio Moraes,Tim Means,0.5110146907968015,0.5070422535211268,0,2,0,4,9,7,0.8000000000000007,0.6428571428571432,0.41666666666666696,0.3394079614604463,0.26190476190476186,1,0,1,4,6,3,0.6000000000000005,0.38461538461538414,0.41666666666666696,0.6500000000000001,0.6956521739130435,1.0,0.0,0.0,1.0,0.0,0.0,2
Drew Dober,Frank Camacho,0.5965030262273033,0.07042253521126761,0,0,1,1,1,1,0.40000000000000124,0.5,0.41666666666666696,0.18694007775524002,0.19047619047619047,0,0,2,2,4,5,0.20000000000000107,0.23076923076923084,0.16666666666666696,0.40000000000000013,0.43478260869565233,0.0,1.0,0.0,1.0,0.0,0.0,2
Niko Price,George Sullivan,0.3487306657700067,0.15492957746478872,0,2,0,2,3,2,0.6000000000000005,0.5,0.41666666666666696,0.26217038539553755,0.05952380952380952,0,1,0,1,2,2,0.6000000000000005,0.6923076923076925,0.41666666666666696,0.8,0.39130434782608714,1.0,0.0,0.0,1.0,0.0,0.0,2
Sabah Homasi,Abdul Razak Alhassan,0.23924008069939473,0.056338028169014086,0,1,0,1,2,1,0.40000000000000124,0.5,0.41666666666666696,0.23495605138607167,0.023809523809523808,0,0,2,0,0,2,0.6000000000000005,0.38461538461538414,0.41666666666666696,0.6000000000000001,0.43478260869565233,1.0,0.0,0.0,1.0,0.0,0.0,0
Kamaru Usman,Emil Meek,0.5965030262273033,0.02816901408450704,0,1,0,1,1,0,0.5000000000000009,0.5714285714285721,0.41666666666666696,0.3358477011494253,0.16666666666666663,1,6,0,6,6,0,0.6000000000000005,0.6923076923076925,0.41666666666666696,0.4500000000000002,0.4782608695652175,0.0,0.0,1.0,0.0,0.0,1.0,2
Carlos Condit,Neil Magny,0.3119253275293428,0.6056338028169015,0,1,0,7,12,5,0.9000000000000004,1.0,0.41666666666666696,0.3882265123182894,0.4404761904761904,3,0,1,5,7,6,0.8000000000000007,0.615384615384615,0.41666666666666696,0.5,0.6086956521739131,1.0,0.0,0.0,1.0,0.0,0.0,0
Chad Laprise,Galore Bofando,0.07868190988567586,0.0,0,1,0,1,1,0,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.3552653820148749,0.19047619047619047,1,3,0,3,5,2,0.40000000000000124,0.3076923076923075,0.41666666666666696,0.75,0.5217391304347827,1.0,0.0,0.0,0.0,0.0,1.0,2
Robbie Lawler,Rafael Dos Anjos,0.3773819608181695,0.8169014084507042,3,0,2,5,16,7,0.20000000000000107,0.2857142857142865,0.16666666666666696,0.5496377022867673,0.6071428571428572,5,3,0,5,13,5,0.5000000000000009,0.5384615384615383,0.41666666666666696,0.6500000000000001,0.6956521739130435,0.0,1.0,0.0,0.0,1.0,0.0,0
Nordine Taleb,Danny Roberts,0.410053799596503,0.11267605633802817,0,2,0,2,3,1,0.7000000000000002,0.5714285714285721,0.41666666666666696,0.5368069641649763,0.21428571428571425,0,3,0,3,5,2,0.7000000000000002,0.5384615384615383,0.41666666666666696,0.5,0.7391304347826086,1.0,0.0,0.0,0.0,1.0,0.0,2
Santiago Ponzinibbio,Mike Perry,0.20099193006052454,0.1267605633802817,0,2,0,2,4,1,0.40000000000000124,0.35714285714285765,0.41666666666666696,0.270579783637593,0.20238095238095238,0,0,1,5,7,2,0.6000000000000005,0.4615384615384608,0.41666666666666696,0.30000000000000004,0.5217391304347827,1.0,0.0,0.0,1.0,0.0,0.0,2
Jordan Mein,Erick Silva,0.35576025751828344,0.33802816901408456,0,1,0,2,7,7,0.6000000000000005,0.5714285714285721,0.41666666666666696,0.49968306288032455,0.16666666666666663,0,1,0,2,3,4,0.6000000000000005,0.4615384615384608,0.41666666666666696,0.6500000000000001,0.39130434782608714,1.0,0.0,0.0,1.0,0.0,0.0,2
Alex Oliveira,Yancy Medeiros,0.31432177832885,0.22535211267605634,0,0,3,2,5,5,0.40000000000000124,0.6428571428571432,0.16666666666666696,0.2818587833840433,0.24999999999999994,0,0,1,3,7,3,0.5000000000000009,0.6923076923076925,0.41666666666666696,0.5,0.43478260869565233,1.0,0.0,0.0,1.0,0.0,0.0,0
Sabah Homasi,Abdul Razak Alhassan,0.31170141223940817,0.04225352112676056,0,1,0,1,1,1,0.40000000000000124,0.5,0.41666666666666696,0.3076402974983097,0.011904761904761904,0,0,1,0,0,1,0.6000000000000005,0.38461538461538414,0.41666666666666696,0.6000000000000001,0.43478260869565233,1.0,0.0,0.0,1.0,0.0,0.0,0
Li Jingliang,Zak Ottow,0.5965030262273033,0.11267605633802817,0,1,0,1,2,1,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.4549315415821501,0.17857142857142855,0,1,0,3,5,2,0.6000000000000005,0.3076923076923075,0.41666666666666696,0.5,0.43478260869565233,1.0,0.0,0.0,1.0,0.0,0.0,2
Jake Matthews,Bojan Velickovic,0.5926361802286483,0.19718309859154928,0,1,0,1,2,3,0.6000000000000005,0.7142857142857144,0.41666666666666696,0.45074797160243407,0.16666666666666663,0,2,0,2,4,3,0.5000000000000009,0.4615384615384608,0.41666666666666696,0.40000000000000013,0.1739130434782609,1.0,0.0,0.0,0.0,1.0,0.0,2
Tim Means,Belal Muhammad,0.5257649630127774,0.16901408450704225,0,0,1,2,3,2,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.42241899285306794,0.39285714285714285,0,2,0,4,9,6,0.8000000000000007,0.615384615384615,0.41666666666666696,0.4500000000000002,0.6086956521739131,1.0,0.0,0.0,1.0,0.0,0.0,0
Matt Brown,Diego Sanchez,0.2584228108573777,0.9577464788732395,2,6,0,6,16,10,0.40000000000000124,0.4285714285714288,0.41666666666666696,0.3436489553367713,0.6190476190476191,0,1,0,7,13,10,0.6000000000000005,0.615384615384615,0.41666666666666696,0.75,0.7391304347826086,1.0,0.0,0.0,0.0,1.0,0.0,2
Court McGee,Sean Strickland,0.5869725117686617,0.25352112676056343,0,2,0,3,5,2,0.7000000000000002,0.7142857142857144,0.666666666666667,0.5396098768171061,0.38095238095238093,1,3,0,3,7,5,0.5000000000000009,0.615384615384615,0.41666666666666696,0.30000000000000004,0.5652173913043479,1.0,0.0,0.0,1.0,0.0,0.0,0
Stephen Thompson,Jorge Masvidal,0.4535836461573218,0.5211267605633804,0,2,0,3,9,5,0.5000000000000009,0.5714285714285721,0.41666666666666696,0.9014833977772143,0.3452380952380952,2,1,0,7,8,3,0.6000000000000005,0.615384615384615,0.41666666666666696,0.6000000000000001,0.6521739130434783,1.0,0.0,0.0,1.0,0.0,0.0,2
Randy Brown,Mickey Gall,0.15585070611970409,0.04225352112676056,0,3,0,3,3,0,0.8000000000000007,0.5714285714285721,0.41666666666666696,0.4644607843137255,0.14285714285714285,0,1,0,2,3,2,0.9000000000000004,0.8461538461538467,0.41666666666666696,0.25,0.3478260869565217,1.0,0.0,0.0,0.0,0.0,1.0,2
Vicente Luque,Niko Price,0.17249495628782782,0.04225352112676056,0,1,0,1,2,1,0.6000000000000005,0.7142857142857144,0.41666666666666696,0.35279327248140635,0.11904761904761903,0,0,1,4,4,2,0.5000000000000009,0.615384615384615,0.41666666666666696,0.40000000000000013,0.2608695652173913,1.0,0.0,0.0,1.0,0.0,0.0,2
Demian Maia,Colby Covington,0.5517400806993948,0.26760563380281693,0,3,0,4,7,1,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.7281856788945731,0.8214285714285714,2,5,0,7,19,7,0.7000000000000002,0.38461538461538414,0.41666666666666696,0.4500000000000002,0.8695652173913045,0.0,1.0,0.0,1.0,0.0,0.0,0
Elizeu Zaleski dos Santos,Max Griffin,0.25756556825823806,0.04225352112676056,0,0,1,1,1,1,0.5000000000000009,0.7142857142857144,0.41666666666666696,0.5844320486815415,0.13095238095238093,0,0,1,3,3,1,0.5000000000000009,0.4615384615384608,0.41666666666666696,0.55,0.4782608695652175,1.0,0.0,0.0,1.0,0.0,0.0,2
Donald Cerrone,Darren Till,0.5542199058507061,0.14084507042253522,0,1,0,2,3,1,0.6000000000000005,0.5714285714285721,0.666666666666667,0.4440074230546158,0.6190476190476191,1,4,0,8,19,6,0.7000000000000002,0.4615384615384608,0.16666666666666696,0.20000000000000018,0.6521739130434783,1.0,0.0,0.0,0.0,1.0,0.0,0
Keita Nakamura,Alex Morono,0.4956287827841291,0.09859154929577466,0,2,0,2,2,1,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.5365534144692359,0.22619047619047616,0,0,3,1,2,5,0.5000000000000009,0.4615384615384608,0.41666666666666696,0.3500000000000001,0.6086956521739131,0.0,1.0,0.0,1.0,0.0,0.0,2
Shinsho Anzai,Luke Jumeau,0.5965030262273033,0.02816901408450704,0,1,0,1,1,0,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.2914131169709263,0.03571428571428571,0,0,1,1,1,1,0.10000000000000142,0.23076923076923084,0.41666666666666696,0.4500000000000002,0.5217391304347827,1.0,0.0,0.0,1.0,0.0,0.0,2
Kamaru Usman,Sergio Moraes,0.5816871217215871,0.295774647887324,1,0,1,4,6,2,0.6000000000000005,0.4285714285714288,0.41666666666666696,0.5723039215686274,0.15476190476190477,1,5,0,5,5,0,0.6000000000000005,0.6923076923076925,0.41666666666666696,0.75,0.4782608695652175,0.0,0.0,1.0,1.0,0.0,0.0,2
Neil Magny,Rafael Dos Anjos,0.6135399808158951,0.8028169014084507,3,0,2,5,15,7,0.20000000000000107,0.2857142857142865,0.16666666666666696,0.479828211002208,0.49999999999999994,0,1,0,7,12,4,0.9000000000000004,1.0,0.41666666666666696,0.6000000000000001,0.4782608695652175,1.0,0.0,0.0,0.0,1.0,0.0,0
Darren Till,Bojan Velickovic,0.5887693342299933,0.15492957746478872,0,1,0,1,2,2,0.6000000000000005,0.7142857142857144,0.41666666666666696,0.5092968221771467,0.08333333333333333,0,1,0,1,2,1,0.6000000000000005,0.5384615384615383,0.666666666666667,0.40000000000000013,0.2173913043478261,0.0,1.0,0.0,0.0,1.0,0.0,2
Leon Edwards,Bryan Barberena,0.34507397444519167,0.19718309859154928,0,1,0,2,4,2,0.6000000000000005,0.4285714285714288,0.41666666666666696,0.5647819472616632,0.21428571428571425,0,0,1,3,5,2,0.8000000000000007,0.5384615384615383,0.41666666666666696,0.40000000000000013,0.3043478260869565,0.0,1.0,0.0,0.0,1.0,0.0,2
Alan Jouban,Niko Price,0.28379287155346333,0.02816901408450704,0,1,0,1,1,1,0.6000000000000005,0.7142857142857144,0.41666666666666696,0.3536833375591616,0.20238095238095238,0,1,0,3,6,3,0.6000000000000005,0.4615384615384608,0.41666666666666696,0.3500000000000001,0.6956521739130435,0.0,1.0,0.0,1.0,0.0,0.0,0
Tyron Woodley,Demian Maia,0.4592960579489892,0.9014084507042254,1,5,0,7,19,6,0.7000000000000002,0.4285714285714288,0.41666666666666696,0.8106247887085868,0.2857142857142857,3,1,0,3,7,3,0.3000000000000007,0.5384615384615383,0.41666666666666696,0.9500000000000002,0.6956521739130435,1.0,0.0,0.0,0.0,1.0,0.0,2
Robbie Lawler,Donald Cerrone,0.2974942551415962,0.6901408450704226,1,4,0,8,19,5,0.7000000000000002,0.5,0.16666666666666696,0.5049549177581188,0.5714285714285714,5,3,0,5,12,5,0.5000000000000009,0.5384615384615383,0.41666666666666696,0.7000000000000002,0.6956521739130435,0.0,1.0,0.0,1.0,0.0,0.0,2
Lyman Good,Elizeu Zaleski dos Santos,0.5768325487558844,0.11267605633802817,0,0,1,2,2,1,0.5000000000000009,0.5,0.41666666666666696,0.33536173089925625,0.011904761904761904,0,1,0,1,1,0,0.6000000000000005,0.5384615384615383,0.41666666666666696,0.5,0.5652173913043479,1.0,0.0,0.0,1.0,0.0,0.0,0
Ryan LaFlare,Alex Oliveira,0.30446421065904505,0.26760563380281693,0,0,1,3,6,3,0.5000000000000009,0.7142857142857144,0.41666666666666696,0.6450304259634888,0.26190476190476186,0,4,0,4,6,1,0.7000000000000002,0.5384615384615383,0.41666666666666696,0.4500000000000002,0.6086956521739131,0.0,1.0,0.0,1.0,0.0,0.0,0
Danny Roberts,Bobby Nash,0.3846671149966375,0.014084507042253521,0,0,1,0,0,1,0.6000000000000005,0.5714285714285721,0.41666666666666696,0.46348884381338745,0.07142857142857142,0,2,0,2,2,1,0.7000000000000002,0.5384615384615383,0.41666666666666696,0.3500000000000001,0.4782608695652175,0.0,1.0,0.0,1.0,0.0,0.0,2
Gunnar Nelson,Santiago Ponzinibbio,0.5026059179556154,0.22535211267605634,0,0,1,4,6,2,0.6000000000000005,0.5,0.41666666666666696,0.3121672160243408,0.22619047619047616,0,4,0,4,7,2,0.5000000000000009,0.38461538461538414,0.41666666666666696,0.5,0.39130434782608714,0.0,0.0,1.0,1.0,0.0,0.0,0
Chad Laprise,Brian Camozzi,0.25016812373907193,0.014084507042253521,0,0,1,0,0,1,0.8000000000000007,0.8571428571428577,0.41666666666666696,0.2602265043948614,0.15476190476190477,1,3,0,3,4,2,0.40000000000000124,0.3076923076923075,0.41666666666666696,0.30000000000000004,0.4782608695652175,1.0,0.0,0.0,1.0,0.0,0.0,2
Jordan Mein,Belal Muhammad,0.4550268997982515,0.1267605633802817,0,0,1,1,2,2,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.40504563894523327,0.13095238095238093,0,1,0,2,3,3,0.6000000000000005,0.4615384615384608,0.41666666666666696,0.40000000000000013,0.3478260869565217,1.0,0.0,0.0,1.0,0.0,0.0,0
Dhiego Lima,Jesse Taylor,0.15131136516476124,0.0,0,0,1,0,0,1,0.6000000000000005,0.5,0.41666666666666696,0.11975997295469913,0.05952380952380952,1,0,1,1,1,3,0.8000000000000007,0.615384615384615,0.41666666666666696,0.7000000000000002,0.39130434782608714,1.0,0.0,0.0,1.0,0.0,0.0,0
Tim Means,Alex Garcia,0.34194266980497645,0.18309859154929578,0,2,0,2,4,2,0.3000000000000007,0.4285714285714288,0.41666666666666696,0.2505174988907201,0.3571428571428571,0,2,0,4,8,6,0.8000000000000007,0.615384615384615,0.41666666666666696,0.4500000000000002,0.6086956521739131,1.0,0.0,0.0,1.0,0.0,0.0,2
Dong Hyun Kim,Colby Covington,0.5069771351714862,0.22535211267605634,0,3,0,3,6,1,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.4140840934046706,0.4880952380952381,0,2,0,4,13,4,0.8000000000000007,0.6923076923076925,0.41666666666666696,0.4500000000000002,0.6956521739130435,0.0,1.0,0.0,1.0,0.0,0.0,0
Tarec Saffiedine,Rafael Dos Anjos,0.630576935404487,0.7605633802816901,3,0,2,5,14,7,0.20000000000000107,0.2857142857142865,0.16666666666666696,0.6107167004732927,0.19047619047619047,0,1,0,1,2,3,0.40000000000000124,0.23076923076923084,0.41666666666666696,0.6000000000000001,0.4782608695652175,0.0,0.0,1.0,0.0,1.0,0.0,0
Kiichi Kunimoto,Zak Ottow,0.5965030262273033,0.07042253521126761,0,1,0,1,1,1,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.39798850574712646,0.08333333333333333,0,3,0,3,3,1,0.40000000000000124,0.3076923076923075,0.41666666666666696,0.5,0.7391304347826086,1.0,0.0,0.0,1.0,0.0,0.0,0
Erick Silva,Yancy Medeiros,0.3542656144922663,0.19718309859154928,0,0,3,2,4,5,0.40000000000000124,0.6428571428571432,0.16666666666666696,0.4340980431774003,0.26190476190476186,0,1,0,2,7,6,0.6000000000000005,0.5384615384615383,0.41666666666666696,0.4500000000000002,0.5652173913043479,1.0,0.0,0.0,1.0,0.0,0.0,0
Abdul Razak Alhassan,Omari Akhmedov,0.5241993106926698,0.19718309859154928,0,1,0,2,4,3,0.6000000000000005,0.5,0.666666666666667,0.021636240703177823,0.0,0,1,0,1,1,0,0.40000000000000124,0.4615384615384608,0.41666666666666696,0.4500000000000002,0.5217391304347827,1.0,0.0,0.0,1.0,0.0,0.0,0
Nicholas Musoke,Bojan Velickovic,0.5965030262273033,0.11267605633802817,0,1,0,1,1,2,0.6000000000000005,0.7142857142857144,0.41666666666666696,0.5641903313049357,0.14285714285714285,0,2,0,2,3,2,0.6000000000000005,0.615384615384615,0.41666666666666696,0.40000000000000013,0.5217391304347827,1.0,0.0,0.0,0.0,1.0,0.0,0
Darren Till,Jessin Ayari,0.5965030262273033,0.02816901408450704,0,1,0,1,1,0,0.6000000000000005,0.5,0.16666666666666696,0.4242731575388776,0.047619047619047616,0,1,0,1,1,1,0.6000000000000005,0.5384615384615383,0.666666666666667,0.20000000000000018,0.2173913043478261,0.0,1.0,0.0,1.0,0.0,0.0,2
Peter Sobotta,Ben Saunders,0.4536379087508406,0.33802816901408456,0,3,0,3,8,4,0.8000000000000007,0.7857142857142865,0.41666666666666696,0.40153820148749153,0.19047619047619047,0,0,3,2,3,4,0.6000000000000005,0.615384615384615,0.41666666666666696,0.7000000000000002,0.4782608695652175,0.0,1.0,0.0,1.0,0.0,0.0,2
Demian Maia,Jorge Masvidal,0.31066426608734027,0.47887323943661975,0,2,0,3,9,4,0.5000000000000009,0.5714285714285721,0.41666666666666696,0.3184222287628762,0.7261904761904762,1,5,0,6,18,6,0.7000000000000002,0.38461538461538414,0.41666666666666696,0.6000000000000001,0.8695652173913045,0.0,1.0,0.0,1.0,0.0,0.0,2
Jake Ellenberger,Mike Perry,0.4784801613987895,0.08450704225352114,0,2,0,2,2,1,0.40000000000000124,0.35714285714285765,0.41666666666666696,0.19651620076910076,0.42857142857142855,0,0,1,6,10,8,0.3000000000000007,0.3076923076923075,0.41666666666666696,0.25,0.5652173913043479,1.0,0.0,0.0,1.0,0.0,0.0,0
Bryan Barberena,Joe Proctor,0.25478101882985876,0.18309859154929578,0,1,0,2,4,3,0.40000000000000124,0.4285714285714288,0.16666666666666696,0.5552738336713996,0.15476190476190477,0,1,0,2,3,2,0.6000000000000005,0.38461538461538414,0.41666666666666696,0.55,0.3478260869565217,0.0,1.0,0.0,1.0,0.0,0.0,2
Zak Cummings,Nathan Coy,0.3496973772696705,0.04225352112676056,0,0,1,1,1,1,0.40000000000000124,0.2142857142857144,0.41666666666666696,0.42371323529411764,0.16666666666666663,0,2,0,2,5,2,0.6000000000000005,0.615384615384615,0.666666666666667,0.9000000000000001,0.5652173913043479,0.0,1.0,0.0,0.0,1.0,0.0,2
Kamaru Usman,Sean Strickland,0.5774419973100202,0.2112676056338028,0,2,0,3,5,1,0.7000000000000002,0.7142857142857144,0.666666666666667,0.550287356321839,0.11904761904761903,1,4,0,4,4,0,0.6000000000000005,0.6923076923076925,0.41666666666666696,0.30000000000000004,0.43478260869565233,0.0,0.0,1.0,1.0,0.0,0.0,2
Thiago Alves,Patrick Cote,0.4389645448850158,0.6901408450704226,2,0,4,4,10,10,0.5000000000000009,0.6428571428571432,0.41666666666666696,0.4881462989585314,0.5833333333333334,1,0,1,7,13,8,0.3000000000000007,0.23076923076923084,0.41666666666666696,0.8500000000000001,0.6086956521739131,1.0,0.0,0.0,1.0,0.0,0.0,2
Leon Edwards,Vicente Luque,0.11604741089441829,0.09859154929577466,0,0,1,4,4,1,0.5000000000000009,0.6428571428571432,0.41666666666666696,0.5352434077079107,0.17857142857142855,0,0,1,2,4,2,0.8000000000000007,0.5384615384615383,0.41666666666666696,0.25,0.2608695652173913,0.0,1.0,0.0,1.0,0.0,0.0,2
Gunnar Nelson,Alan Jouban,0.49038016980497645,0.2112676056338028,0,1,0,3,6,2,0.6000000000000005,0.5,0.41666666666666696,0.4045913624070318,0.20238095238095238,0,4,0,4,6,2,0.5000000000000009,0.38461538461538414,0.41666666666666696,0.75,0.39130434782608714,0.0,0.0,1.0,0.0,1.0,0.0,2
Alex Oliveira,Tim Means,0.2098391134625084,0.3943661971830986,0,2,0,4,8,5,0.8000000000000007,0.6428571428571432,0.41666666666666696,0.3059341193373901,0.20238095238095238,0,0,1,3,5,3,0.5000000000000009,0.6923076923076925,0.41666666666666696,0.6500000000000001,0.43478260869565233,1.0,0.0,0.0,1.0,0.0,0.0,2
Tyron Woodley,Stephen Thompson,0.8040268262441157,0.33802816901408456,1,1,0,7,8,2,0.6000000000000005,0.6428571428571432,0.41666666666666696,0.6212495774171737,0.22619047619047616,2,1,0,3,6,3,0.3000000000000007,0.5384615384615383,0.41666666666666696,0.7000000000000002,0.6521739130434783,1.0,0.0,0.0,1.0,0.0,0.0,2
Nordine Taleb,Santiago Ponzinibbio,0.40870880968392737,0.18309859154929578,0,0,1,3,5,2,0.6000000000000005,0.5,0.41666666666666696,0.36426639621365786,0.14285714285714285,0,3,0,3,4,1,0.7000000000000002,0.5384615384615383,0.41666666666666696,0.5,0.6956521739130435,1.0,0.0,0.0,1.0,0.0,0.0,0
Randy Brown,Belal Muhammad,0.31355077336919973,0.08450704225352114,0,0,1,1,1,2,0.5000000000000009,0.4285714285714288,0.41666666666666696,0.3346010818120352,0.10714285714285714,0,1,0,2,3,1,0.9000000000000004,0.8461538461538467,0.41666666666666696,0.40000000000000013,0.3043478260869565,1.0,0.0,0.0,1.0,0.0,0.0,0
Ryan LaFlare,Roan Carneiro,0.38986318930733016,0.22535211267605634,0,1,0,1,4,4,0.5000000000000009,0.7142857142857144,0.41666666666666696,0.6957403651115618,0.22619047619047616,0,4,0,4,5,1,0.7000000000000002,0.5384615384615383,0.41666666666666696,0.9000000000000001,0.6086956521739131,0.0,1.0,0.0,1.0,0.0,0.0,2
