,R_fighter,B_fighter,date,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,R_Stance_nan,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_nan,Winner_Blue,Winner_Draw,Winner_Red
646,Lyman Good,Chance Rencountre,2019-11-02,711.25,7,0,0,1,2,2,1,0,0,0,1,0,1,0,187.96,190.5,170.0,279.125,7,0,1,0,1,2,2,0,0,0,0,2,0,0,182.88,187.96,170.0,32.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
652,Muslim Salikhov,Laureano Staropoli,2019-10-26,900.0,6,0,2,0,2,2,0,0,0,0,2,0,0,0,185.42,180.34,170.0,396.5,5,0,0,1,2,2,1,0,0,0,0,2,0,0,180.34,177.8,170.0,26.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
653,Demian Maia,Ben Askren,2019-10-26,102.5,2,0,1,0,1,1,1,0,0,0,0,0,1,0,180.34,185.42,170.0,801.8741636928171,82,2,5,0,7,21,9,0,1,1,8,1,10,0,185.42,182.88,170.0,35.0,41.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
678,Niko Price,James Vick,2019-10-12,398.61572265625,26,0,5,0,5,9,4,0,0,0,4,2,3,0,190.5,193.04,155.0,360.7421875,14,0,1,0,2,5,4,0,0,0,0,3,2,0,182.88,193.04,170.0,32.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
679,Max Griffin,Alex Morono,2019-10-12,504.3125,19,0,2,0,2,5,3,0,0,1,2,1,1,0,180.34,182.88,170.0,884.25,19,0,0,1,1,3,4,0,1,0,1,1,0,0,180.34,193.04,170.0,29.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
687,Jake Matthews,Rostem Akman,2019-10-05,900.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,177.8,182.88,170.0,592.228515625,25,0,2,0,3,7,4,0,0,1,1,0,4,1,180.34,185.42,170.0,27.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
692,Luke Jumeau,Dhiego Lima,2019-10-05,620.5703125,15,2,0,1,2,3,5,0,0,1,1,1,0,0,187.96,190.5,170.0,900.0,9,0,1,0,1,2,1,0,0,0,2,0,0,0,180.34,182.88,170.0,30.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
699,Nicolas Dalby,Alex Oliveira,2019-09-28,661.4334106445312,33,0,0,1,3,9,6,0,0,0,2,4,3,0,180.34,193.04,170.0,900.0,12,0,1,0,1,1,3,0,0,1,0,0,0,0,180.34,187.96,170.0,31.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
700,Gunnar Nelson,Gilbert Burns,2019-09-28,742.38330078125,27,0,3,0,3,9,3,0,0,0,3,2,4,0,177.8,180.34,170.0,659.8369140625,26,0,4,0,4,8,4,0,0,0,1,0,7,0,180.34,182.88,170.0,33.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
704,Siyar Bahadurzada,Ismail Naurdiev,2019-09-28,900.0,6,0,1,0,1,1,1,0,0,0,1,0,0,0,177.8,187.96,170.0,722.28125,17,0,1,0,3,4,3,0,0,0,0,3,1,0,180.34,185.42,170.0,23.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
743,Belal Muhammad,Takashi Sato,2019-09-07,378.0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,177.8,185.42,170.0,893.42578125,25,0,0,1,4,6,3,0,0,1,4,1,0,0,180.34,182.88,170.0,29.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
745,Nordine Taleb,Muslim Salikhov,2019-09-07,527.0,4,0,0,1,1,1,1,0,0,0,0,1,0,0,180.34,177.8,170.0,660.99609375,26,0,3,0,3,7,4,0,0,1,4,2,0,0,185.42,187.96,170.0,35.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
748,Li Jingliang,Elizeu Zaleski dos Santos,2019-08-31,311.5859375,19,0,0,1,7,7,1,0,0,1,2,3,1,0,180.34,185.42,170.0,815.427734375,26,0,1,0,4,8,3,0,0,1,2,5,0,0,182.88,180.34,170.0,32.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
752,Song Kenan,Derrick Krantz,2019-08-31,232.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,177.8,182.88,170.0,600.0,6,0,2,0,2,2,1,0,0,0,0,2,0,0,182.88,180.34,170.0,31.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
758,Anthony Pettis,Nate Diaz,2019-08-17,1086.5757846832278,57,2,5,0,5,14,9,0,0,1,2,2,9,0,182.88,193.04,170.0,591.6576538085938,40,4,0,1,5,9,7,0,0,1,1,3,4,0,177.8,182.88,155.0,34.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
770,Vicente Luque,Mike Perry,2019-08-10,728.12109375,23,0,2,0,2,6,4,0,0,1,1,4,0,0,177.8,180.34,170.0,418.5869140625,19,0,0,1,5,9,2,0,0,0,0,6,3,0,180.34,190.5,170.0,27.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
771,Gilbert Burns,Aleksei Kunchenko,2019-08-10,900.0,6,0,2,0,2,2,0,0,0,0,2,0,0,0,172.72,177.8,170.0,584.7666015625,24,0,3,0,3,8,3,0,0,0,2,2,4,0,177.8,180.34,170.0,35.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
786,Colby Covington,Robbie Lawler,2019-08-03,683.4785404205322,58,5,3,0,5,13,7,0,0,3,4,6,0,0,180.34,187.96,170.0,1183.359375,28,1,3,0,6,9,1,0,0,0,5,2,2,0,180.34,182.88,170.0,37.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
793,Mickey Gall,Salim Touahri,2019-08-03,900.0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,177.8,182.88,170.0,436.84375,10,0,3,0,3,4,2,0,0,0,0,0,4,0,187.96,187.96,170.0,29.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
795,Geoff Neal,Niko Price,2019-07-27,262.484375,12,0,1,0,2,5,3,0,0,0,0,3,2,0,182.88,193.04,170.0,587.75,6,0,3,0,3,3,0,0,0,0,1,1,1,0,180.34,190.5,170.0,29.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
804,Erik Koch,Kyle Stewart,2019-07-27,145.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,182.88,193.04,170.0,772.140625,19,0,2,0,2,4,5,0,0,0,1,2,1,0,177.8,180.34,170.0,30.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
806,Rafael Dos Anjos,Leon Edwards,2019-07-20,1047.14453125,33,0,0,1,7,9,2,0,0,1,5,2,1,0,187.96,187.96,170.0,1255.6354359835384,78,4,0,2,5,18,9,0,0,0,10,4,4,0,172.72,177.8,155.0,27.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
830,Jorge Masvidal,Ben Askren,2019-07-06,200.0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,180.34,185.42,170.0,639.3697204589844,43,0,2,0,3,10,6,0,0,0,5,4,1,0,180.34,187.96,170.0,34.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
833,Diego Sanchez,Michael Chiesa,2019-07-06,361.9189453125,24,1,2,0,3,8,4,0,0,0,2,0,6,0,185.42,190.5,170.0,579.1593399681152,75,2,6,0,6,18,11,0,0,3,9,6,0,0,177.8,182.88,170.0,31.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
840,Ismail Naurdiev,Chance Rencountre,2019-07-06,522.5,4,0,0,1,1,1,1,0,0,0,0,0,1,0,187.96,190.5,170.0,900.0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,177.8,187.96,170.0,32.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
848,Demian Maia,Anthony Rocco Martin,2019-06-29,812.5927734375,32,0,0,2,4,8,4,0,0,0,4,1,3,0,182.88,185.42,170.0,703.7483273856343,79,2,5,0,7,20,9,0,0,1,8,1,10,0,185.42,182.88,170.0,29.0,41.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
859,Bryan Barberena,Randy Brown,2019-06-22,586.484375,18,0,1,0,2,4,3,0,0,0,2,1,1,0,190.5,198.12,170.0,661.765625,22,0,1,0,2,5,4,0,0,0,1,3,1,0,182.88,182.88,170.0,28.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
892,Rafael Dos Anjos,Kevin Lee,2019-05-18,1238.25,36,1,0,1,5,10,4,0,0,1,3,1,4,1,175.26,195.58,170.0,1384.2708719670773,74,4,0,2,5,17,9,0,0,0,10,4,3,0,172.72,177.8,155.0,26.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
908,Thiago Alves,Laureano Staropoli,2019-05-11,900.0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,185.42,180.34,170.0,847.3105235099792,61,1,0,1,7,15,10,0,0,1,5,7,1,1,175.26,177.8,170.0,26.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
909,Warlley Alves,Sergio Moraes,2019-05-11,773.373046875,31,1,0,1,4,8,4,0,0,2,2,1,3,0,182.88,182.88,170.0,582.48046875,22,1,4,0,4,6,3,0,0,0,2,0,3,1,180.34,182.88,170.0,36.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
934,Alex Oliveira,Mike Perry,2019-04-27,556.2421875,20,0,2,0,2,5,4,0,0,1,0,4,0,0,177.8,180.34,170.0,422.8668212890625,30,0,0,1,3,9,5,0,0,0,2,4,3,0,180.34,193.04,170.0,27.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
939,Court McGee,Dhiego Lima,2019-04-27,341.140625,12,2,0,1,1,2,5,0,0,0,1,1,0,0,187.96,190.5,170.0,879.770751953125,39,1,3,0,3,8,6,0,0,1,5,0,2,0,180.34,190.5,170.0,30.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
947,Sultan Aliev,Keita Nakamura,2019-04-20,889.3203125,29,0,0,3,1,4,6,0,0,2,0,0,2,0,180.34,185.42,170.0,565.5,6,0,0,1,1,1,2,0,0,1,0,0,0,0,180.34,187.96,170.0,34.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
954,Alan Jouban,Dwight Grant,2019-04-13,599.5,4,0,0,1,1,1,1,0,0,0,0,1,0,0,185.42,193.04,170.0,391.0244140625,21,0,1,0,3,7,4,0,0,0,3,4,0,0,182.88,185.42,170.0,34.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
958,Curtis Millender,Belal Muhammad,2019-04-13,886.8515625,22,0,0,1,4,5,3,0,0,1,3,1,0,0,180.34,182.88,170.0,484.625,9,0,3,0,3,3,1,0,0,0,2,1,0,0,187.96,193.04,170.0,30.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
979,Stephen Thompson,Anthony Pettis,2019-03-23,588.3153076171875,38,4,0,1,5,8,7,0,0,1,1,2,4,0,177.8,182.88,155.0,1313.573486328125,38,2,1,0,7,9,4,0,0,0,4,5,0,0,182.88,190.5,170.0,32.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
994,Danny Roberts,Claudio Silva,2019-03-16,585.5,7,0,3,0,3,3,0,0,0,1,1,0,1,0,180.34,180.34,170.0,568.21875,14,0,2,0,2,5,2,0,0,1,1,2,1,0,185.42,187.96,170.0,36.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
995,Darren Till,Jorge Masvidal,2019-03-16,793.7394409179688,41,0,2,0,3,9,6,0,0,0,5,3,1,0,180.34,187.96,170.0,791.640625,19,1,1,0,4,5,2,0,0,0,3,2,0,0,182.88,187.96,185.0,34.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
996,Leon Edwards,Gunnar Nelson,2019-03-16,419.673828125,23,0,4,0,4,8,3,0,0,0,1,0,7,0,180.34,182.88,170.0,1194.2890625,30,0,0,1,6,8,2,0,0,0,5,2,1,0,187.96,187.96,170.0,30.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1002,Elizeu Zaleski dos Santos,Curtis Millender,2019-03-09,814.25,8,0,3,0,3,3,0,0,0,0,2,1,0,0,187.96,193.04,170.0,468.171875,18,0,0,1,6,6,1,0,0,1,2,3,0,0,180.34,185.42,170.0,31.0,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1007,Anthony Rocco Martin,Sergio Moraes,2019-03-09,646.74609375,28,1,0,1,4,8,3,0,0,2,2,1,3,0,182.88,182.88,170.0,725.185546875,29,0,0,2,3,7,4,0,0,0,3,1,3,0,182.88,185.42,170.0,36.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1008,Tim Means,Niko Price,2019-03-09,234.96875,11,0,1,0,2,4,3,0,0,0,0,2,2,0,182.88,193.04,170.0,457.2197113037109,41,0,2,0,4,10,8,0,0,1,3,5,1,0,187.96,190.5,170.0,29.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1012,Alex Morono,Zak Ottow,2019-03-09,659.8125,16,0,1,0,1,4,3,0,0,3,0,1,0,0,180.34,182.88,170.0,794.625,18,0,2,0,2,4,3,0,0,1,2,0,1,0,180.34,182.88,170.0,32.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1019,Tyron Woodley,Kamaru Usman,2019-03-02,1302.21484375,28,1,9,0,9,9,0,0,0,0,7,1,1,0,182.88,193.04,170.0,959.478515625,32,5,1,0,3,9,3,0,1,1,1,5,1,0,175.26,187.96,170.0,31.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1022,Diego Sanchez,Mickey Gall,2019-03-02,320.6875,8,0,3,0,3,4,1,0,0,0,0,0,4,0,187.96,187.96,170.0,605.3186799362303,73,2,6,0,6,17,11,0,0,3,9,5,0,0,177.8,182.88,170.0,27.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1027,Dwight Grant,Carlo Pedersoli Jr.,2019-02-23,469.5,4,0,1,0,1,1,1,0,0,1,0,0,0,0,180.34,190.5,170.0,900.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,185.42,193.04,170.0,25.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1045,Vicente Luque,Bryan Barberena,2019-02-17,429.53125,19,0,1,0,2,5,3,0,0,0,1,3,1,0,182.88,182.88,170.0,316.34765625,15,0,0,1,4,7,2,0,0,0,0,4,3,0,180.34,190.5,170.0,29.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1062,Demian Maia,Lyman Good,2019-02-02,400.25,6,0,1,0,1,2,1,0,0,0,0,2,0,0,182.88,187.96,170.0,1249.4966547712684,78,2,5,0,7,19,9,0,0,1,8,1,9,0,185.42,182.88,170.0,33.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1071,Thiago Alves,Max Griffin,2019-02-02,837.0,13,0,0,1,1,2,3,0,0,0,1,1,0,0,180.34,193.04,170.0,794.6210470199585,58,1,0,1,7,14,10,0,0,0,5,7,1,1,175.26,177.8,170.0,33.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
